,Unnamed: 0,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
16603,27,Berg,Sempt,2021-10-08 14:00:00,65,0,359,0,---,
16604,28,Eschenlohe Brücke,Loisach,2021-10-08 14:00:00,150,0,238,0,---,
16605,29,Starnberg,Starnberger See,2021-10-08 14:00:00,58450,-1,---,0,---,
16606,30,Eching,Windach,2021-10-08 14:00:00,73,-2,102,0,---,
16607,31,Oberfinning Speicherabgabe,Windach,2021-10-08 14:00:00,27,0,053,0,---,
16608,0,Sylvenstein,Isar,2021-10-08 15:00:00,260,0,228,0,---,
16609,1,Lenggries,Isar,2021-10-08 15:00:00,125,0,286,0,---,
16610,2,Bad Tölz Brücke,Isar,2021-10-08 15:00:00,72,0,---,0,---,
16611,3,Puppling,Isar,2021-10-08 15:00:00,149,0,524,0,---,
16612,4,München,Isar,2021-10-08 15:00:00,152,-2,123,0,---,
16613,5,Freising,Isar,2021-10-08 15:00:00,58,-1,347,0,---,
16614,6,Landshut Birket,Isar,2021-10-08 15:00:00,153,-5,229,0,---,
16615,7,Landau,Isar,2021-10-08 15:00:00,147,1,281,0,---,
16616,8,Plattling,Isar,2021-10-08 15:00:00,234,2,255,0,---,
16617,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 15:00:00,110,-1,118,0,---,
16618,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 15:00:00,175,-1,369,0,---,
16619,11,Schlehdorf,Loisach,2021-10-08 15:00:00,128,-1,334,0,---,
16620,12,Kochel,Loisach,2021-10-08 15:00:00,124,-2,694,0,---,
16621,13,Beuerberg,Loisach,2021-10-08 15:00:00,349,0,693,0,---,
16622,14,Partenkirchen (alt),Partnach,2021-10-08 15:00:00,59,-1,573,0,---,
16623,15,Stegen,Ammersee,2021-10-08 15:00:00,53324,-1,---,0,---,
16624,16,Stegen,Amper,2021-10-08 15:00:00,150,0,361,0,---,
16625,17,Fürstenfeldbruck,Amper,2021-10-08 15:00:00,103,0,388,0,---,
16626,18,Ampermoching,Amper,2021-10-08 15:00:00,230,1,553,0,---,
16627,19,Inkofen,Amper,2021-10-08 15:00:00,130,0,634,0,---,
16628,20,Oberammergau,Ammer,2021-10-08 15:00:00,56,0,550,0,---,
16629,21,Peißenberg,Ammer,2021-10-08 15:00:00,76,-1,105,0,---,
16630,22,Weilheim,Ammer,2021-10-08 15:00:00,70,0,192,0,---,
16631,23,Raisting,Rott,2021-10-08 15:00:00,44,0,056,0,---,
16632,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 15:00:00,62507,0,---,0,---,
16633,25,Leutstetten,Würm,2021-10-08 15:00:00,151,0,714,0,---,
16634,26,Hohenkammer,Glonn,2021-10-08 15:00:00,43,-1,266,0,---,
16635,27,Berg,Sempt,2021-10-08 15:00:00,65,0,359,0,---,
16636,28,Eschenlohe Brücke,Loisach,2021-10-08 15:00:00,150,1,238,0,---,
16637,29,Starnberg,Starnberger See,2021-10-08 15:00:00,58450,-1,---,0,---,
16638,30,Eching,Windach,2021-10-08 15:00:00,74,2,108,0,---,
16639,31,Oberfinning Speicherabgabe,Windach,2021-10-08 15:00:00,27,0,053,0,---,
16640,0,Sylvenstein,Isar,2021-10-08 16:00:00,260,0,228,0,---,
16641,1,Lenggries,Isar,2021-10-08 16:00:00,126,1,295,0,---,
16642,2,Bad Tölz Brücke,Isar,2021-10-08 16:00:00,72,0,---,0,---,
16643,3,Puppling,Isar,2021-10-08 16:00:00,148,-1,513,0,---,
16644,4,München,Isar,2021-10-08 16:00:00,152,-1,123,0,---,
16645,5,Freising,Isar,2021-10-08 16:00:00,58,0,347,0,---,
16646,6,Landshut Birket,Isar,2021-10-08 16:00:00,152,-3,227,0,---,
16647,7,Landau,Isar,2021-10-08 16:00:00,150,3,289,0,---,
16648,8,Plattling,Isar,2021-10-08 16:00:00,236,3,260,0,---,
16649,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 16:00:00,110,-1,118,0,---,
16650,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 16:00:00,175,-1,369,0,---,
16651,11,Schlehdorf,Loisach,2021-10-08 16:00:00,128,0,334,0,---,
16652,12,Kochel,Loisach,2021-10-08 16:00:00,123,-2,688,0,---,
16653,13,Beuerberg,Loisach,2021-10-08 16:00:00,349,0,693,0,---,
16654,14,Partenkirchen (alt),Partnach,2021-10-08 16:00:00,59,0,573,0,---,
16655,15,Stegen,Ammersee,2021-10-08 16:00:00,53325,1,---,0,---,
16656,16,Stegen,Amper,2021-10-08 16:00:00,150,0,361,0,---,
16657,17,Fürstenfeldbruck,Amper,2021-10-08 16:00:00,103,0,388,0,---,
16658,18,Ampermoching,Amper,2021-10-08 16:00:00,229,1,548,0,---,
16659,19,Inkofen,Amper,2021-10-08 16:00:00,130,0,634,0,---,
16660,20,Oberammergau,Ammer,2021-10-08 16:00:00,56,0,550,0,---,
16661,21,Peißenberg,Ammer,2021-10-08 16:00:00,76,0,105,0,---,
16662,22,Weilheim,Ammer,2021-10-08 16:00:00,69,0,188,0,---,
16663,23,Raisting,Rott,2021-10-08 16:00:00,44,0,056,0,---,
16664,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 16:00:00,62507,0,---,0,---,
16665,25,Leutstetten,Würm,2021-10-08 16:00:00,151,0,714,0,---,
16666,26,Hohenkammer,Glonn,2021-10-08 16:00:00,43,-1,266,0,---,
16667,27,Berg,Sempt,2021-10-08 16:00:00,65,0,359,0,---,
16668,28,Eschenlohe Brücke,Loisach,2021-10-08 16:00:00,149,-1,233,0,---,
16669,29,Starnberg,Starnberger See,2021-10-08 16:00:00,58450,0,---,0,---,
16670,30,Eching,Windach,2021-10-08 16:00:00,74,1,108,0,---,
16671,31,Oberfinning Speicherabgabe,Windach,2021-10-08 16:00:00,27,0,053,0,---,
16672,0,Sylvenstein,Isar,2021-10-08 17:00:00,260,0,228,0,---,
16673,1,Lenggries,Isar,2021-10-08 17:00:00,125,0,286,0,---,
16674,2,Bad Tölz Brücke,Isar,2021-10-08 17:00:00,72,0,---,0,---,
16675,3,Puppling,Isar,2021-10-08 17:00:00,148,-1,513,0,---,
16676,4,München,Isar,2021-10-08 17:00:00,151,-1,122,0,---,
16677,5,Freising,Isar,2021-10-08 17:00:00,57,-1,340,0,---,
16678,6,Landshut Birket,Isar,2021-10-08 17:00:00,152,-1,227,0,---,
16679,7,Landau,Isar,2021-10-08 17:00:00,151,4,292,0,---,
16680,8,Plattling,Isar,2021-10-08 17:00:00,238,4,264,0,---,
16681,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 17:00:00,110,0,118,0,---,
16682,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 17:00:00,175,0,369,0,---,
16683,11,Schlehdorf,Loisach,2021-10-08 17:00:00,127,-1,328,0,---,
16684,12,Kochel,Loisach,2021-10-08 17:00:00,114,-10,637,0,---,
16685,13,Beuerberg,Loisach,2021-10-08 17:00:00,348,-1,683,0,---,
16686,14,Partenkirchen (alt),Partnach,2021-10-08 17:00:00,59,0,573,0,---,
16687,15,Stegen,Ammersee,2021-10-08 17:00:00,53326,2,---,0,---,
16688,16,Stegen,Amper,2021-10-08 17:00:00,150,0,361,0,---,
16689,17,Fürstenfeldbruck,Amper,2021-10-08 17:00:00,103,0,388,0,---,
16690,18,Ampermoching,Amper,2021-10-08 17:00:00,229,-1,548,0,---,
16691,19,Inkofen,Amper,2021-10-08 17:00:00,129,-1,628,0,---,
16692,20,Oberammergau,Ammer,2021-10-08 17:00:00,55,-1,525,0,---,
16693,21,Peißenberg,Ammer,2021-10-08 17:00:00,75,-1,100,0,---,
16694,22,Weilheim,Ammer,2021-10-08 17:00:00,70,0,192,0,---,
16695,23,Raisting,Rott,2021-10-08 17:00:00,44,0,056,0,---,
16696,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 17:00:00,62507,0,---,0,---,
16697,25,Leutstetten,Würm,2021-10-08 17:00:00,151,0,714,0,---,
16698,26,Hohenkammer,Glonn,2021-10-08 17:00:00,43,0,266,0,---,
16699,27,Berg,Sempt,2021-10-08 17:00:00,65,0,359,0,---,
16700,28,Eschenlohe Brücke,Loisach,2021-10-08 17:00:00,148,-2,227,0,---,
16701,29,Starnberg,Starnberger See,2021-10-08 17:00:00,58449,-1,---,0,---,
16702,30,Eching,Windach,2021-10-08 17:00:00,72,-2,095,0,---,
16703,31,Oberfinning Speicherabgabe,Windach,2021-10-08 17:00:00,27,0,053,0,---,
16704,0,Sylvenstein,Isar,2021-10-08 18:00:00,260,0,228,0,---,
16705,1,Lenggries,Isar,2021-10-08 18:00:00,125,-1,286,0,---,
16706,2,Bad Tölz Brücke,Isar,2021-10-08 18:00:00,72,0,---,0,---,
16707,3,Puppling,Isar,2021-10-08 18:00:00,148,0,513,0,---,
16708,4,München,Isar,2021-10-08 18:00:00,151,-1,122,0,---,
16709,5,Freising,Isar,2021-10-08 18:00:00,54,-4,318,0,---,
16710,6,Landshut Birket,Isar,2021-10-08 18:00:00,150,-2,222,0,---,
16711,7,Landau,Isar,2021-10-08 18:00:00,150,0,289,0,---,
16712,8,Plattling,Isar,2021-10-08 18:00:00,239,3,266,0,---,
16713,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 18:00:00,110,0,118,0,---,
16714,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 18:00:00,173,-2,356,0,---,
16715,11,Schlehdorf,Loisach,2021-10-08 18:00:00,126,-2,322,0,---,
16716,12,Kochel,Loisach,2021-10-08 18:00:00,112,-11,626,0,---,
16717,13,Beuerberg,Loisach,2021-10-08 18:00:00,347,-2,673,0,---,
16718,14,Partenkirchen (alt),Partnach,2021-10-08 18:00:00,58,-1,547,0,---,
16719,15,Stegen,Ammersee,2021-10-08 18:00:00,53326,1,---,0,---,
16720,16,Stegen,Amper,2021-10-08 18:00:00,151,1,366,0,---,
16721,17,Fürstenfeldbruck,Amper,2021-10-08 18:00:00,102,-1,383,0,---,
16722,18,Ampermoching,Amper,2021-10-08 18:00:00,229,0,548,0,---,
16723,19,Inkofen,Amper,2021-10-08 18:00:00,129,-1,628,0,---,
16724,20,Oberammergau,Ammer,2021-10-08 18:00:00,55,-1,525,0,---,
16725,21,Peißenberg,Ammer,2021-10-08 18:00:00,76,0,105,0,---,
16726,22,Weilheim,Ammer,2021-10-08 18:00:00,68,-1,183,0,---,
16727,23,Raisting,Rott,2021-10-08 18:00:00,44,0,056,0,---,
16728,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 18:00:00,62506,-1,---,0,---,
16729,25,Leutstetten,Würm,2021-10-08 18:00:00,151,0,714,0,---,
16730,26,Hohenkammer,Glonn,2021-10-08 18:00:00,43,0,266,0,---,
16731,27,Berg,Sempt,2021-10-08 18:00:00,65,0,359,0,---,
16732,28,Eschenlohe Brücke,Loisach,2021-10-08 18:00:00,148,-1,227,0,---,
16733,29,Starnberg,Starnberger See,2021-10-08 18:00:00,58450,0,---,0,---,
16734,30,Eching,Windach,2021-10-08 18:00:00,73,-1,102,0,---,
16735,31,Oberfinning Speicherabgabe,Windach,2021-10-08 18:00:00,27,0,053,0,---,
16736,0,Sylvenstein,Isar,2021-10-08 19:00:00,260,0,228,0,---,
16737,1,Lenggries,Isar,2021-10-08 19:00:00,125,0,286,0,---,
16738,2,Bad Tölz Brücke,Isar,2021-10-08 19:00:00,72,0,---,0,---,
16739,3,Puppling,Isar,2021-10-08 19:00:00,148,0,513,0,---,
16740,4,München,Isar,2021-10-08 19:00:00,150,-1,120,0,---,
16741,5,Freising,Isar,2021-10-08 19:00:00,50,-7,291,0,---,
16742,6,Landshut Birket,Isar,2021-10-08 19:00:00,153,1,229,0,---,
16743,7,Landau,Isar,2021-10-08 19:00:00,147,-4,281,0,---,
16744,8,Plattling,Isar,2021-10-08 19:00:00,239,1,266,0,---,
16745,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 19:00:00,110,0,118,0,---,
16746,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 19:00:00,173,-2,356,0,---,
16747,11,Schlehdorf,Loisach,2021-10-08 19:00:00,126,-1,322,0,---,
16748,12,Kochel,Loisach,2021-10-08 19:00:00,113,-1,632,0,---,
16749,13,Beuerberg,Loisach,2021-10-08 19:00:00,347,-1,673,0,---,
16750,14,Partenkirchen (alt),Partnach,2021-10-08 19:00:00,58,-1,547,0,---,
16751,15,Stegen,Ammersee,2021-10-08 19:00:00,53325,-1,---,0,---,
16752,16,Stegen,Amper,2021-10-08 19:00:00,150,0,361,0,---,
16753,17,Fürstenfeldbruck,Amper,2021-10-08 19:00:00,103,0,388,0,---,
16754,18,Ampermoching,Amper,2021-10-08 19:00:00,228,-1,542,0,---,
16755,19,Inkofen,Amper,2021-10-08 19:00:00,129,0,628,0,---,
16756,20,Oberammergau,Ammer,2021-10-08 19:00:00,55,0,525,0,---,
16757,21,Peißenberg,Ammer,2021-10-08 19:00:00,75,0,100,0,---,
16758,22,Weilheim,Ammer,2021-10-08 19:00:00,68,-2,183,0,---,
16759,23,Raisting,Rott,2021-10-08 19:00:00,44,0,056,0,---,
16760,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 19:00:00,62506,-1,---,0,---,
16761,25,Leutstetten,Würm,2021-10-08 19:00:00,151,0,714,0,---,
16762,26,Hohenkammer,Glonn,2021-10-08 19:00:00,43,0,266,0,---,
16763,27,Berg,Sempt,2021-10-08 19:00:00,64,-1,348,0,---,
16764,28,Eschenlohe Brücke,Loisach,2021-10-08 19:00:00,148,0,227,0,---,
16765,29,Starnberg,Starnberger See,2021-10-08 19:00:00,58450,1,---,0,---,
16766,30,Eching,Windach,2021-10-08 19:00:00,76,4,122,0,---,
16767,31,Oberfinning Speicherabgabe,Windach,2021-10-08 19:00:00,27,0,053,0,---,
16768,0,Sylvenstein,Isar,2021-10-08 20:00:00,260,0,228,0,---,
16769,1,Lenggries,Isar,2021-10-08 20:00:00,125,0,286,0,---,
16770,2,Bad Tölz Brücke,Isar,2021-10-08 20:00:00,72,0,---,0,---,
16771,3,Puppling,Isar,2021-10-08 20:00:00,148,0,513,0,---,
16772,4,München,Isar,2021-10-08 20:00:00,149,-2,119,0,---,
16773,5,Freising,Isar,2021-10-08 20:00:00,48,-6,279,0,---,
16774,6,Landshut Birket,Isar,2021-10-08 20:00:00,151,1,224,0,---,
16775,7,Landau,Isar,2021-10-08 20:00:00,142,-8,268,0,---,
16776,8,Plattling,Isar,2021-10-08 20:00:00,236,-3,260,0,---,
16777,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 20:00:00,110,0,118,0,---,
16778,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 20:00:00,172,-1,350,0,---,
16779,11,Schlehdorf,Loisach,2021-10-08 20:00:00,126,0,322,0,---,
16780,12,Kochel,Loisach,2021-10-08 20:00:00,115,3,643,0,---,
16781,13,Beuerberg,Loisach,2021-10-08 20:00:00,345,-2,654,0,---,
16782,14,Partenkirchen (alt),Partnach,2021-10-08 20:00:00,58,0,547,0,---,
16783,15,Stegen,Ammersee,2021-10-08 20:00:00,53325,-1,---,0,---,
16784,16,Stegen,Amper,2021-10-08 20:00:00,150,-1,361,0,---,
16785,17,Fürstenfeldbruck,Amper,2021-10-08 20:00:00,103,1,388,0,---,
16786,18,Ampermoching,Amper,2021-10-08 20:00:00,228,-1,542,0,---,
16787,19,Inkofen,Amper,2021-10-08 20:00:00,129,0,628,0,---,
16788,20,Oberammergau,Ammer,2021-10-08 20:00:00,55,0,525,0,---,
16789,21,Peißenberg,Ammer,2021-10-08 20:00:00,75,-1,100,0,---,
16790,22,Weilheim,Ammer,2021-10-08 20:00:00,68,0,183,0,---,
16791,23,Raisting,Rott,2021-10-08 20:00:00,44,0,056,0,---,
16792,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 20:00:00,62506,0,---,0,---,
16793,25,Leutstetten,Würm,2021-10-08 20:00:00,151,0,714,0,---,
16794,26,Hohenkammer,Glonn,2021-10-08 20:00:00,43,0,266,0,---,
16795,27,Berg,Sempt,2021-10-08 20:00:00,64,-1,348,0,---,
16796,28,Eschenlohe Brücke,Loisach,2021-10-08 20:00:00,148,0,227,0,---,
16797,29,Starnberg,Starnberger See,2021-10-08 20:00:00,58450,0,---,0,---,
16798,30,Eching,Windach,2021-10-08 20:00:00,76,3,122,0,---,
16799,31,Oberfinning Speicherabgabe,Windach,2021-10-08 20:00:00,27,0,053,0,---,
16800,0,Sylvenstein,Isar,2021-10-08 21:00:00,260,0,228,0,---,
16801,1,Lenggries,Isar,2021-10-08 21:00:00,125,0,286,0,---,
16802,2,Bad Tölz Brücke,Isar,2021-10-08 21:00:00,72,0,---,0,---,
16803,3,Puppling,Isar,2021-10-08 21:00:00,148,0,513,0,---,
16804,4,München,Isar,2021-10-08 21:00:00,150,0,120,0,---,
16805,5,Freising,Isar,2021-10-08 21:00:00,47,-3,272,0,---,
16806,6,Landshut Birket,Isar,2021-10-08 21:00:00,150,-3,222,0,---,
16807,7,Landau,Isar,2021-10-08 21:00:00,140,-7,262,0,---,
16808,8,Plattling,Isar,2021-10-08 21:00:00,231,-8,249,0,---,
16809,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 21:00:00,109,-1,115,0,---,
16810,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 21:00:00,172,-1,350,0,---,
16811,11,Schlehdorf,Loisach,2021-10-08 21:00:00,125,-1,316,0,---,
16812,12,Kochel,Loisach,2021-10-08 21:00:00,117,4,654,0,---,
16813,13,Beuerberg,Loisach,2021-10-08 21:00:00,342,-5,625,0,---,
16814,14,Partenkirchen (alt),Partnach,2021-10-08 21:00:00,58,0,547,0,---,
16815,15,Stegen,Ammersee,2021-10-08 21:00:00,53325,0,---,0,---,
16816,16,Stegen,Amper,2021-10-08 21:00:00,150,0,361,0,---,
16817,17,Fürstenfeldbruck,Amper,2021-10-08 21:00:00,103,0,388,0,---,
16818,18,Ampermoching,Amper,2021-10-08 21:00:00,228,0,542,0,---,
16819,19,Inkofen,Amper,2021-10-08 21:00:00,129,0,628,0,---,
16820,20,Oberammergau,Ammer,2021-10-08 21:00:00,55,0,525,0,---,
16821,21,Peißenberg,Ammer,2021-10-08 21:00:00,75,0,100,0,---,
16822,22,Weilheim,Ammer,2021-10-08 21:00:00,68,0,183,0,---,
16823,23,Raisting,Rott,2021-10-08 21:00:00,43,-1,051,0,---,
16824,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 21:00:00,62506,0,---,0,---,
16825,25,Leutstetten,Würm,2021-10-08 21:00:00,151,0,714,0,---,
16826,26,Hohenkammer,Glonn,2021-10-08 21:00:00,43,0,266,0,---,
16827,27,Berg,Sempt,2021-10-08 21:00:00,64,0,348,0,---,
16828,28,Eschenlohe Brücke,Loisach,2021-10-08 21:00:00,147,-1,222,0,---,
16829,29,Starnberg,Starnberger See,2021-10-08 21:00:00,58450,0,---,0,---,
16830,30,Eching,Windach,2021-10-08 21:00:00,72,-4,095,0,---,
16831,31,Oberfinning Speicherabgabe,Windach,2021-10-08 21:00:00,27,0,053,0,---,
16832,0,Sylvenstein,Isar,2021-10-08 22:00:00,260,0,228,0,---,
16833,1,Lenggries,Isar,2021-10-08 22:00:00,125,0,286,0,---,
16834,2,Bad Tölz Brücke,Isar,2021-10-08 22:00:00,72,0,---,0,---,
16835,3,Puppling,Isar,2021-10-08 22:00:00,147,-1,502,0,---,
16836,4,München,Isar,2021-10-08 22:00:00,149,0,119,0,---,
16837,5,Freising,Isar,2021-10-08 22:00:00,48,0,279,0,---,
16838,6,Landshut Birket,Isar,2021-10-08 22:00:00,149,-2,219,0,---,
16839,7,Landau,Isar,2021-10-08 22:00:00,138,-4,256,0,---,
16840,8,Plattling,Isar,2021-10-08 22:00:00,226,-10,240,0,---,
16841,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 22:00:00,109,-1,115,0,---,
16842,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 22:00:00,172,0,350,0,---,
16843,11,Schlehdorf,Loisach,2021-10-08 22:00:00,124,-2,310,0,---,
16844,12,Kochel,Loisach,2021-10-08 22:00:00,117,2,654,0,---,
16845,13,Beuerberg,Loisach,2021-10-08 22:00:00,340,-5,606,0,---,
16846,14,Partenkirchen (alt),Partnach,2021-10-08 22:00:00,58,0,547,0,---,
16847,15,Stegen,Ammersee,2021-10-08 22:00:00,53325,0,---,0,---,
16848,16,Stegen,Amper,2021-10-08 22:00:00,149,-1,356,0,---,
16849,17,Fürstenfeldbruck,Amper,2021-10-08 22:00:00,103,0,388,0,---,
16850,18,Ampermoching,Amper,2021-10-08 22:00:00,228,0,542,0,---,
16851,19,Inkofen,Amper,2021-10-08 22:00:00,129,0,628,0,---,
16852,20,Oberammergau,Ammer,2021-10-08 22:00:00,55,0,525,0,---,
16853,21,Peißenberg,Ammer,2021-10-08 22:00:00,75,0,100,0,---,
16854,22,Weilheim,Ammer,2021-10-08 22:00:00,67,-1,178,0,---,
16855,23,Raisting,Rott,2021-10-08 22:00:00,43,-1,051,0,---,
16856,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 22:00:00,62506,0,---,0,---,
16857,25,Leutstetten,Würm,2021-10-08 22:00:00,151,0,714,0,---,
16858,26,Hohenkammer,Glonn,2021-10-08 22:00:00,42,-1,254,0,---,
16859,27,Berg,Sempt,2021-10-08 22:00:00,64,0,348,0,---,
16860,28,Eschenlohe Brücke,Loisach,2021-10-08 22:00:00,147,-1,222,0,---,
16861,29,Starnberg,Starnberger See,2021-10-08 22:00:00,58450,0,---,0,---,
16862,30,Eching,Windach,2021-10-08 22:00:00,73,-3,102,0,---,
16863,31,Oberfinning Speicherabgabe,Windach,2021-10-08 22:00:00,27,0,053,0,---,
16864,0,Sylvenstein,Isar,2021-10-08 23:00:00,260,0,228,0,---,
16865,1,Lenggries,Isar,2021-10-08 23:00:00,124,-1,278,0,---,
16866,2,Bad Tölz Brücke,Isar,2021-10-08 23:00:00,72,0,---,0,---,
16867,3,Puppling,Isar,2021-10-08 23:00:00,147,-1,502,0,---,
16868,4,München,Isar,2021-10-08 23:00:00,149,-1,119,0,---,
16869,5,Freising,Isar,2021-10-08 23:00:00,48,1,279,0,---,
16870,6,Landshut Birket,Isar,2021-10-08 23:00:00,149,-1,219,0,---,
16871,7,Landau,Isar,2021-10-08 23:00:00,137,-3,253,0,---,
16872,8,Plattling,Isar,2021-10-08 23:00:00,223,-8,234,0,---,
16873,9,Garmisch o. d. Partnachmündung,Loisach,2021-10-08 23:00:00,109,0,115,0,---,
16874,10,Garmisch u. d. Partnachmündung,Loisach,2021-10-08 23:00:00,171,-1,345,0,---,
16875,11,Schlehdorf,Loisach,2021-10-08 23:00:00,124,-1,310,0,---,
16876,12,Kochel,Loisach,2021-10-08 23:00:00,118,1,660,0,---,
16877,13,Beuerberg,Loisach,2021-10-08 23:00:00,339,-3,596,0,---,
16878,14,Partenkirchen (alt),Partnach,2021-10-08 23:00:00,58,0,547,0,---,
16879,15,Stegen,Ammersee,2021-10-08 23:00:00,53325,0,---,0,---,
16880,16,Stegen,Amper,2021-10-08 23:00:00,149,-1,356,0,---,
16881,17,Fürstenfeldbruck,Amper,2021-10-08 23:00:00,103,0,388,0,---,
16882,18,Ampermoching,Amper,2021-10-08 23:00:00,228,0,542,0,---,
16883,19,Inkofen,Amper,2021-10-08 23:00:00,129,0,628,0,---,
16884,20,Oberammergau,Ammer,2021-10-08 23:00:00,55,0,525,0,---,
16885,21,Peißenberg,Ammer,2021-10-08 23:00:00,75,0,100,0,---,
16886,22,Weilheim,Ammer,2021-10-08 23:00:00,67,-1,178,0,---,
16887,23,Raisting,Rott,2021-10-08 23:00:00,43,0,051,0,---,
16888,24,Oberfinning Seepegel,Windachspeicher,2021-10-08 23:00:00,62506,0,---,0,---,
16889,25,Leutstetten,Würm,2021-10-08 23:00:00,151,0,714,0,---,
16890,26,Hohenkammer,Glonn,2021-10-08 23:00:00,43,0,266,0,---,
16891,27,Berg,Sempt,2021-10-08 23:00:00,64,0,348,0,---,
16892,28,Eschenlohe Brücke,Loisach,2021-10-08 23:00:00,146,-1,217,0,---,
16893,29,Starnberg,Starnberger See,2021-10-08 23:00:00,58449,-1,---,0,---,
16894,30,Eching,Windach,2021-10-08 23:00:00,73,1,102,0,---,
16895,31,Oberfinning Speicherabgabe,Windach,2021-10-08 23:00:00,27,0,053,0,---,
16896,0,Sylvenstein,Isar,2021-09-08 00:00:00,277,0,399,0,---,
16897,1,Lenggries,Isar,2021-09-08 00:00:00,149,0,513,0,---,
16898,2,Bad Tölz Brücke,Isar,2021-09-08 00:00:00,89,-1,---,0,---,
16899,3,Puppling,Isar,2021-09-08 00:00:00,174,-1,818,0,---,
16900,4,München,Isar,2021-09-08 00:00:00,190,-2,187,0,---,
16901,5,Freising,Isar,2021-09-08 00:00:00,100,0,781,0,---,
16902,6,Landshut Birket,Isar,2021-09-08 00:00:00,158,4,241,0,---,
16903,7,Landau,Isar,2021-09-08 00:00:00,147,-5,281,0,---,
16904,8,Plattling,Isar,2021-09-08 00:00:00,239,-2,266,0,---,
16905,9,Garmisch o. d. Partnachmündung,Loisach,2021-09-08 00:00:00,117,-1,146,0,---,
16906,10,Garmisch u. d. Partnachmündung,Loisach,2021-09-08 00:00:00,193,0,484,0,---,
16907,11,Schlehdorf,Loisach,2021-09-08 00:00:00,161,-3,544,0,---,
16908,12,Kochel,Loisach,2021-09-08 00:00:00,182,0,102,0,---,
16909,13,Beuerberg,Loisach,2021-09-08 00:00:00,391,-1,111,0,---,
16910,14,Partenkirchen (alt),Partnach,2021-09-08 00:00:00,76,4,109,0,---,
16911,15,Stegen,Ammersee,2021-09-08 00:00:00,53328,1,---,0,---,
16912,16,Stegen,Amper,2021-09-08 00:00:00,153,1,375,0,---,
16913,17,Fürstenfeldbruck,Amper,2021-09-08 00:00:00,105,0,399,0,---,
16914,18,Ampermoching,Amper,2021-09-08 00:00:00,232,0,564,0,---,
16915,19,Inkofen,Amper,2021-09-08 00:00:00,136,0,669,0,---,
16916,20,Oberammergau,Ammer,2021-09-08 00:00:00,67,-2,854,0,---,
16917,21,Peißenberg,Ammer,2021-09-08 00:00:00,92,-2,196,0,---,
16918,22,Weilheim,Ammer,2021-09-08 00:00:00,92,-4,304,0,---,
16919,23,Raisting,Rott,2021-09-08 00:00:00,54,-1,116,0,---,
16920,24,Oberfinning Seepegel,Windachspeicher,2021-09-08 00:00:00,62507,0,---,0,---,
16921,25,Leutstetten,Würm,2021-09-08 00:00:00,151,1,714,0,---,
16922,26,Hohenkammer,Glonn,2021-09-08 00:00:00,49,-1,339,0,---,
16923,27,Berg,Sempt,2021-09-08 00:00:00,70,0,419,0,---,
16924,28,Eschenlohe Brücke,Loisach,2021-09-08 00:00:00,163,1,315,0,---,
16925,29,Starnberg,Starnberger See,2021-09-08 00:00:00,58454,0,---,0,---,
16926,30,Eching,Windach,2021-09-08 00:00:00,83,1,175,0,---,
16927,31,Oberfinning Speicherabgabe,Windach,2021-09-08 00:00:00,34,0,088,0,---,
16928,0,Sylvenstein,Isar,2021-09-08 01:00:00,277,0,399,0,---,
16929,1,Lenggries,Isar,2021-09-08 01:00:00,148,0,503,0,---,
16930,2,Bad Tölz Brücke,Isar,2021-09-08 01:00:00,89,-1,---,0,---,
16931,3,Puppling,Isar,2021-09-08 01:00:00,172,-2,793,0,---,
16932,4,München,Isar,2021-09-08 01:00:00,189,-2,185,0,---,
16933,5,Freising,Isar,2021-09-08 01:00:00,100,0,781,0,---,
16934,6,Landshut Birket,Isar,2021-09-08 01:00:00,159,5,244,0,---,
