,Unnamed: 0,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
336,16,Stegen,Amper,2021-08-31 10:00:00,154,0,379,0,---,
337,17,Fürstenfeldbruck,Amper,2021-08-31 10:00:00,115,0,454,0,---,
338,18,Ampermoching,Amper,2021-08-31 10:00:00,251,-2,675,0,---,
339,19,Inkofen,Amper,2021-08-31 10:00:00,179,0,942,0,---,
340,20,Oberammergau,Ammer,2021-08-31 10:00:00,103,5,208,0,---,
341,21,Peißenberg,Ammer,2021-08-31 10:00:00,128,3,474,0,---,
342,22,Weilheim,Ammer,2021-08-31 10:00:00,139,4,587,0,---,
343,23,Raisting,Rott,2021-08-31 10:00:00,107,2,699,0,---,
344,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 10:00:00,62715,0,---,0,---,
345,25,Leutstetten,Würm,2021-08-31 10:00:00,162,-1,871,0,---,
346,26,Hohenkammer,Glonn,2021-08-31 10:00:00,79,-3,794,0,---,
347,27,Berg,Sempt,2021-08-31 10:00:00,129,-4,141,0,---,
348,28,Eschenlohe Brücke,Loisach,2021-08-31 10:00:00,179,1,429,0,---,
349,29,Starnberg,Starnberger See,2021-08-31 10:00:00,58456,-1,---,0,---,
350,30,Eching,Windach,2021-08-31 10:00:00,164,-5,123,0,---,
351,31,Oberfinning Speicherabgabe,Windach,2021-08-31 10:00:00,86,0,479,0,---,
352,0,Sylvenstein,Isar,2021-08-31 11:00:00,305,14,755,0,---,
353,1,Lenggries,Isar,2021-08-31 11:00:00,191,9,102,0,---,
354,2,Bad Tölz Brücke,Isar,2021-08-31 11:00:00,135,1,---,0,---,
355,3,Puppling,Isar,2021-08-31 11:00:00,231,3,157,0,---,
356,4,München,Isar,2021-08-31 11:00:00,256,-7,307,1,---,
357,5,Freising,Isar,2021-08-31 11:00:00,190,-8,218,0,---,
358,6,Landshut Birket,Isar,2021-08-31 11:00:00,267,9,516,1,---,
359,7,Landau,Isar,2021-08-31 11:00:00,251,12,525,0,---,
360,8,Plattling,Isar,2021-08-31 11:00:00,304,8,470,1,---,
361,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 11:00:00,133,0,218,0,---,
362,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 11:00:00,189,2,458,0,---,
363,11,Schlehdorf,Loisach,2021-08-31 11:00:00,180,-1,672,0,---,
364,12,Kochel,Loisach,2021-08-31 11:00:00,208,0,117,0,---,
365,13,Beuerberg,Loisach,2021-08-31 11:00:00,428,1,148,0,---,
366,14,Partenkirchen (alt),Partnach,2021-08-31 11:00:00,73,3,986,0,---,
367,15,Stegen,Ammersee,2021-08-31 11:00:00,53326,0,---,0,---,
368,16,Stegen,Amper,2021-08-31 11:00:00,155,1,384,0,---,
369,17,Fürstenfeldbruck,Amper,2021-08-31 11:00:00,115,0,454,0,---,
370,18,Ampermoching,Amper,2021-08-31 11:00:00,251,0,675,0,---,
371,19,Inkofen,Amper,2021-08-31 11:00:00,179,1,942,0,---,
372,20,Oberammergau,Ammer,2021-08-31 11:00:00,107,6,223,0,---,
373,21,Peißenberg,Ammer,2021-08-31 11:00:00,136,9,544,0,---,
374,22,Weilheim,Ammer,2021-08-31 11:00:00,141,2,600,0,---,
375,23,Raisting,Rott,2021-08-31 11:00:00,105,-2,667,0,---,
376,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 11:00:00,62714,-1,---,0,---,
377,25,Leutstetten,Würm,2021-08-31 11:00:00,162,-1,871,0,---,
378,26,Hohenkammer,Glonn,2021-08-31 11:00:00,82,5,844,0,---,
379,27,Berg,Sempt,2021-08-31 11:00:00,127,-4,136,0,---,
380,28,Eschenlohe Brücke,Loisach,2021-08-31 11:00:00,179,2,429,0,---,
381,29,Starnberg,Starnberger See,2021-08-31 11:00:00,58458,1,---,0,---,
382,30,Eching,Windach,2021-08-31 11:00:00,162,-4,119,0,---,
383,31,Oberfinning Speicherabgabe,Windach,2021-08-31 11:00:00,86,1,479,0,---,
384,0,Sylvenstein,Isar,2021-08-31 12:00:00,305,3,755,0,---,
385,1,Lenggries,Isar,2021-08-31 12:00:00,199,15,113,0,---,
386,2,Bad Tölz Brücke,Isar,2021-08-31 12:00:00,139,4,---,0,---,
387,3,Puppling,Isar,2021-08-31 12:00:00,231,2,157,0,---,
388,4,München,Isar,2021-08-31 12:00:00,250,-8,296,1,---,
389,5,Freising,Isar,2021-08-31 12:00:00,184,-8,208,0,---,
390,6,Landshut Birket,Isar,2021-08-31 12:00:00,269,5,521,1,---,
391,7,Landau,Isar,2021-08-31 12:00:00,248,5,519,0,---,
392,8,Plattling,Isar,2021-08-31 12:00:00,305,4,475,1,---,
393,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 12:00:00,134,2,223,0,---,
394,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 12:00:00,191,2,470,0,---,
395,11,Schlehdorf,Loisach,2021-08-31 12:00:00,182,1,686,0,---,
396,12,Kochel,Loisach,2021-08-31 12:00:00,207,-2,117,0,---,
397,13,Beuerberg,Loisach,2021-08-31 12:00:00,429,2,149,0,---,
398,14,Partenkirchen (alt),Partnach,2021-08-31 12:00:00,74,3,102,0,---,
399,15,Stegen,Ammersee,2021-08-31 12:00:00,53327,1,---,0,---,
400,16,Stegen,Amper,2021-08-31 12:00:00,155,1,384,0,---,
401,17,Fürstenfeldbruck,Amper,2021-08-31 12:00:00,116,1,459,0,---,
402,18,Ampermoching,Amper,2021-08-31 12:00:00,252,1,682,0,---,
403,19,Inkofen,Amper,2021-08-31 12:00:00,171,-8,888,0,---,
404,20,Oberammergau,Ammer,2021-08-31 12:00:00,111,8,239,0,---,
405,21,Peißenberg,Ammer,2021-08-31 12:00:00,137,9,553,0,---,
406,22,Weilheim,Ammer,2021-08-31 12:00:00,143,4,614,0,---,
407,23,Raisting,Rott,2021-08-31 12:00:00,102,-5,621,0,---,
408,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 12:00:00,62714,-1,---,0,---,
409,25,Leutstetten,Würm,2021-08-31 12:00:00,162,0,871,0,---,
410,26,Hohenkammer,Glonn,2021-08-31 12:00:00,81,2,826,0,---,
411,27,Berg,Sempt,2021-08-31 12:00:00,125,-4,131,0,---,
412,28,Eschenlohe Brücke,Loisach,2021-08-31 12:00:00,181,2,446,0,---,
413,29,Starnberg,Starnberger See,2021-08-31 12:00:00,58457,1,---,0,---,
414,30,Eching,Windach,2021-08-31 12:00:00,161,-3,117,0,---,
415,31,Oberfinning Speicherabgabe,Windach,2021-08-31 12:00:00,86,0,479,0,---,
416,0,Sylvenstein,Isar,2021-08-31 13:00:00,304,-1,741,0,---,
417,1,Lenggries,Isar,2021-08-31 13:00:00,198,7,112,0,---,
418,2,Bad Tölz Brücke,Isar,2021-08-31 13:00:00,144,9,---,0,---,
419,3,Puppling,Isar,2021-08-31 13:00:00,231,0,157,0,---,
420,4,München,Isar,2021-08-31 13:00:00,249,-7,294,1,---,
421,5,Freising,Isar,2021-08-31 13:00:00,182,-8,205,0,---,
422,6,Landshut Birket,Isar,2021-08-31 13:00:00,272,5,529,1,---,
423,7,Landau,Isar,2021-08-31 13:00:00,247,-4,517,0,---,
424,8,Plattling,Isar,2021-08-31 13:00:00,304,0,470,1,---,
425,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 13:00:00,135,2,228,0,---,
426,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 13:00:00,191,2,470,0,---,
427,11,Schlehdorf,Loisach,2021-08-31 13:00:00,183,3,692,0,---,
428,12,Kochel,Loisach,2021-08-31 13:00:00,206,-2,116,0,---,
429,13,Beuerberg,Loisach,2021-08-31 13:00:00,430,2,150,0,---,
430,14,Partenkirchen (alt),Partnach,2021-08-31 13:00:00,73,0,986,0,---,
431,15,Stegen,Ammersee,2021-08-31 13:00:00,53328,2,---,0,---,
432,16,Stegen,Amper,2021-08-31 13:00:00,155,0,384,0,---,
433,17,Fürstenfeldbruck,Amper,2021-08-31 13:00:00,115,0,454,0,---,
434,18,Ampermoching,Amper,2021-08-31 13:00:00,253,2,688,0,---,
435,19,Inkofen,Amper,2021-08-31 13:00:00,183,4,968,0,---,
436,20,Oberammergau,Ammer,2021-08-31 13:00:00,116,9,260,0,---,
437,21,Peißenberg,Ammer,2021-08-31 13:00:00,138,2,562,0,---,
438,22,Weilheim,Ammer,2021-08-31 13:00:00,146,5,634,0,---,
439,23,Raisting,Rott,2021-08-31 13:00:00,103,-2,636,0,---,
440,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 13:00:00,62713,-1,---,0,---,
441,25,Leutstetten,Würm,2021-08-31 13:00:00,162,0,871,0,---,
442,26,Hohenkammer,Glonn,2021-08-31 13:00:00,78,-4,777,0,---,
443,27,Berg,Sempt,2021-08-31 13:00:00,123,-4,127,0,---,
444,28,Eschenlohe Brücke,Loisach,2021-08-31 13:00:00,184,5,469,0,---,
445,29,Starnberg,Starnberger See,2021-08-31 13:00:00,58458,0,---,0,---,
446,30,Eching,Windach,2021-08-31 13:00:00,159,-3,113,0,---,
447,31,Oberfinning Speicherabgabe,Windach,2021-08-31 13:00:00,86,0,479,0,---,
448,0,Sylvenstein,Isar,2021-08-31 14:00:00,304,-1,741,0,---,
449,1,Lenggries,Isar,2021-08-31 14:00:00,198,-1,112,0,---,
450,2,Bad Tölz Brücke,Isar,2021-08-31 14:00:00,143,4,---,0,---,
451,3,Puppling,Isar,2021-08-31 14:00:00,233,2,160,0,---,
452,4,München,Isar,2021-08-31 14:00:00,249,-1,294,1,---,
453,5,Freising,Isar,2021-08-31 14:00:00,178,-6,198,0,---,
454,6,Landshut Birket,Isar,2021-08-31 14:00:00,273,4,531,1,---,
455,7,Landau,Isar,2021-08-31 14:00:00,254,6,532,0,---,
456,8,Plattling,Isar,2021-08-31 14:00:00,304,-1,470,1,---,
457,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 14:00:00,135,1,228,0,---,
458,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 14:00:00,193,2,484,0,---,
459,11,Schlehdorf,Loisach,2021-08-31 14:00:00,184,2,699,0,---,
460,12,Kochel,Loisach,2021-08-31 14:00:00,206,-1,116,0,---,
461,13,Beuerberg,Loisach,2021-08-31 14:00:00,430,1,150,0,---,
462,14,Partenkirchen (alt),Partnach,2021-08-31 14:00:00,74,0,102,0,---,
463,15,Stegen,Ammersee,2021-08-31 14:00:00,53327,0,---,0,---,
464,16,Stegen,Amper,2021-08-31 14:00:00,156,1,389,0,---,
465,17,Fürstenfeldbruck,Amper,2021-08-31 14:00:00,115,-1,454,0,---,
466,18,Ampermoching,Amper,2021-08-31 14:00:00,252,0,682,0,---,
467,19,Inkofen,Amper,2021-08-31 14:00:00,179,8,942,0,---,
468,20,Oberammergau,Ammer,2021-08-31 14:00:00,120,9,276,0,---,
469,21,Peißenberg,Ammer,2021-08-31 14:00:00,141,4,589,0,---,
470,22,Weilheim,Ammer,2021-08-31 14:00:00,148,5,647,0,---,
471,23,Raisting,Rott,2021-08-31 14:00:00,103,1,636,0,---,
472,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 14:00:00,62712,-2,---,0,---,
473,25,Leutstetten,Würm,2021-08-31 14:00:00,162,0,871,0,---,
474,26,Hohenkammer,Glonn,2021-08-31 14:00:00,76,-5,744,0,---,
475,27,Berg,Sempt,2021-08-31 14:00:00,121,-4,123,0,---,
476,28,Eschenlohe Brücke,Loisach,2021-08-31 14:00:00,184,3,469,0,---,
477,29,Starnberg,Starnberger See,2021-08-31 14:00:00,58458,1,---,0,---,
478,30,Eching,Windach,2021-08-31 14:00:00,159,-2,113,0,---,
479,31,Oberfinning Speicherabgabe,Windach,2021-08-31 14:00:00,86,0,479,0,---,
480,0,Sylvenstein,Isar,2021-08-31 15:00:00,305,1,755,0,---,
481,1,Lenggries,Isar,2021-08-31 15:00:00,197,-1,110,0,---,
482,2,Bad Tölz Brücke,Isar,2021-08-31 15:00:00,145,1,---,0,---,
483,3,Puppling,Isar,2021-08-31 15:00:00,238,7,167,0,---,
484,4,München,Isar,2021-08-31 15:00:00,249,0,294,1,---,
485,5,Freising,Isar,2021-08-31 15:00:00,176,-6,195,0,---,
486,6,Landshut Birket,Isar,2021-08-31 15:00:00,272,0,529,1,---,
487,7,Landau,Isar,2021-08-31 15:00:00,261,14,546,0,---,
488,8,Plattling,Isar,2021-08-31 15:00:00,305,1,475,1,---,
489,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 15:00:00,135,0,228,0,---,
490,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 15:00:00,193,2,484,0,---,
491,11,Schlehdorf,Loisach,2021-08-31 15:00:00,185,2,706,0,---,
492,12,Kochel,Loisach,2021-08-31 15:00:00,207,1,117,0,---,
493,13,Beuerberg,Loisach,2021-08-31 15:00:00,430,0,150,0,---,
494,14,Partenkirchen (alt),Partnach,2021-08-31 15:00:00,74,1,102,0,---,
495,15,Stegen,Ammersee,2021-08-31 15:00:00,53328,0,---,0,---,
496,16,Stegen,Amper,2021-08-31 15:00:00,156,1,389,0,---,
497,17,Fürstenfeldbruck,Amper,2021-08-31 15:00:00,115,0,454,0,---,
498,18,Ampermoching,Amper,2021-08-31 15:00:00,252,-1,682,0,---,
499,19,Inkofen,Amper,2021-08-31 15:00:00,179,-4,942,0,---,
500,20,Oberammergau,Ammer,2021-08-31 15:00:00,121,5,280,0,---,
501,21,Peißenberg,Ammer,2021-08-31 15:00:00,142,4,598,0,---,
502,22,Weilheim,Ammer,2021-08-31 15:00:00,148,2,647,0,---,
503,23,Raisting,Rott,2021-08-31 15:00:00,102,-1,621,0,---,
504,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 15:00:00,62710,-3,---,0,---,
505,25,Leutstetten,Würm,2021-08-31 15:00:00,162,0,871,0,---,
506,26,Hohenkammer,Glonn,2021-08-31 15:00:00,74,-4,712,0,---,
507,27,Berg,Sempt,2021-08-31 15:00:00,118,-5,117,0,---,
508,28,Eschenlohe Brücke,Loisach,2021-08-31 15:00:00,187,3,494,0,---,
509,29,Starnberg,Starnberger See,2021-08-31 15:00:00,58457,-1,---,0,---,
510,30,Eching,Windach,2021-08-31 15:00:00,158,-1,111,0,---,
511,31,Oberfinning Speicherabgabe,Windach,2021-08-31 15:00:00,85,-1,469,0,---,
512,0,Sylvenstein,Isar,2021-08-31 16:00:00,304,0,741,0,---,
513,1,Lenggries,Isar,2021-08-31 16:00:00,198,0,112,0,---,
514,2,Bad Tölz Brücke,Isar,2021-08-31 16:00:00,144,1,---,0,---,
515,3,Puppling,Isar,2021-08-31 16:00:00,240,7,170,0,---,
516,4,München,Isar,2021-08-31 16:00:00,250,1,296,1,---,
517,5,Freising,Isar,2021-08-31 16:00:00,175,-3,193,0,---,
518,6,Landshut Birket,Isar,2021-08-31 16:00:00,271,-2,526,1,---,
519,7,Landau,Isar,2021-08-31 16:00:00,255,1,534,0,---,
520,8,Plattling,Isar,2021-08-31 16:00:00,308,4,495,1,---,
521,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 16:00:00,136,1,233,0,---,
522,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 16:00:00,193,0,484,0,---,
523,11,Schlehdorf,Loisach,2021-08-31 16:00:00,186,2,713,0,---,
524,12,Kochel,Loisach,2021-08-31 16:00:00,208,2,117,0,---,
525,13,Beuerberg,Loisach,2021-08-31 16:00:00,430,0,150,0,---,
526,14,Partenkirchen (alt),Partnach,2021-08-31 16:00:00,74,0,102,0,---,
527,15,Stegen,Ammersee,2021-08-31 16:00:00,53329,2,---,0,---,
528,16,Stegen,Amper,2021-08-31 16:00:00,156,0,389,0,---,
529,17,Fürstenfeldbruck,Amper,2021-08-31 16:00:00,115,0,454,0,---,
530,18,Ampermoching,Amper,2021-08-31 16:00:00,251,-1,675,0,---,
531,19,Inkofen,Amper,2021-08-31 16:00:00,178,-1,934,0,---,
532,20,Oberammergau,Ammer,2021-08-31 16:00:00,119,-1,272,0,---,
533,21,Peißenberg,Ammer,2021-08-31 16:00:00,141,0,589,0,---,
534,22,Weilheim,Ammer,2021-08-31 16:00:00,149,1,654,0,---,
535,23,Raisting,Rott,2021-08-31 16:00:00,101,-2,605,0,---,
536,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 16:00:00,62709,-3,---,0,---,
537,25,Leutstetten,Würm,2021-08-31 16:00:00,161,-1,855,0,---,
538,26,Hohenkammer,Glonn,2021-08-31 16:00:00,74,-2,712,0,---,
539,27,Berg,Sempt,2021-08-31 16:00:00,115,-6,111,0,---,
540,28,Eschenlohe Brücke,Loisach,2021-08-31 16:00:00,187,3,494,0,---,
541,29,Starnberg,Starnberger See,2021-08-31 16:00:00,58458,0,---,0,---,
542,30,Eching,Windach,2021-08-31 16:00:00,157,-2,109,0,---,
543,31,Oberfinning Speicherabgabe,Windach,2021-08-31 16:00:00,86,0,479,0,---,
544,0,Sylvenstein,Isar,2021-08-31 17:00:00,304,-1,741,0,---,
545,1,Lenggries,Isar,2021-08-31 17:00:00,198,1,112,0,---,
546,2,Bad Tölz Brücke,Isar,2021-08-31 17:00:00,145,0,---,0,---,
547,3,Puppling,Isar,2021-08-31 17:00:00,242,4,173,0,---,
548,4,München,Isar,2021-08-31 17:00:00,250,1,296,1,---,
549,5,Freising,Isar,2021-08-31 17:00:00,176,0,195,0,---,
550,6,Landshut Birket,Isar,2021-08-31 17:00:00,268,-4,518,1,---,
551,7,Landau,Isar,2021-08-31 17:00:00,250,-11,523,0,---,
552,8,Plattling,Isar,2021-08-31 17:00:00,307,2,489,1,---,
553,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 17:00:00,135,0,228,0,---,
554,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 17:00:00,193,0,484,0,---,
555,11,Schlehdorf,Loisach,2021-08-31 17:00:00,187,2,720,0,---,
556,12,Kochel,Loisach,2021-08-31 17:00:00,210,3,119,0,---,
557,13,Beuerberg,Loisach,2021-08-31 17:00:00,430,0,150,0,---,
558,14,Partenkirchen (alt),Partnach,2021-08-31 17:00:00,74,0,102,0,---,
559,15,Stegen,Ammersee,2021-08-31 17:00:00,53328,0,---,0,---,
560,16,Stegen,Amper,2021-08-31 17:00:00,157,1,393,0,---,
561,17,Fürstenfeldbruck,Amper,2021-08-31 17:00:00,113,-2,443,0,---,
562,18,Ampermoching,Amper,2021-08-31 17:00:00,251,-1,675,0,---,
563,19,Inkofen,Amper,2021-08-31 17:00:00,178,-1,934,0,---,
564,20,Oberammergau,Ammer,2021-08-31 17:00:00,118,-3,268,0,---,
565,21,Peißenberg,Ammer,2021-08-31 17:00:00,142,0,598,0,---,
566,22,Weilheim,Ammer,2021-08-31 17:00:00,148,0,647,0,---,
567,23,Raisting,Rott,2021-08-31 17:00:00,100,-2,590,0,---,
568,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 17:00:00,62707,-3,---,0,---,
569,25,Leutstetten,Würm,2021-08-31 17:00:00,161,-1,855,0,---,
570,26,Hohenkammer,Glonn,2021-08-31 17:00:00,74,0,712,0,---,
571,27,Berg,Sempt,2021-08-31 17:00:00,111,-7,104,0,---,
572,28,Eschenlohe Brücke,Loisach,2021-08-31 17:00:00,184,-3,469,0,---,
573,29,Starnberg,Starnberger See,2021-08-31 17:00:00,58458,1,---,0,---,
574,30,Eching,Windach,2021-08-31 17:00:00,155,-3,106,0,---,
575,31,Oberfinning Speicherabgabe,Windach,2021-08-31 17:00:00,85,0,469,0,---,
576,0,Sylvenstein,Isar,2021-08-31 18:00:00,304,0,741,0,---,
577,1,Lenggries,Isar,2021-08-31 18:00:00,198,0,112,0,---,
578,2,Bad Tölz Brücke,Isar,2021-08-31 18:00:00,145,1,---,0,---,
579,3,Puppling,Isar,2021-08-31 18:00:00,241,1,172,0,---,
580,4,München,Isar,2021-08-31 18:00:00,250,0,296,1,---,
581,5,Freising,Isar,2021-08-31 18:00:00,175,0,193,0,---,
582,6,Landshut Birket,Isar,2021-08-31 18:00:00,267,-4,516,1,---,
583,7,Landau,Isar,2021-08-31 18:00:00,252,-3,528,0,---,
584,8,Plattling,Isar,2021-08-31 18:00:00,304,-4,470,1,---,
585,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 18:00:00,134,-2,223,0,---,
586,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 18:00:00,191,-2,470,0,---,
587,11,Schlehdorf,Loisach,2021-08-31 18:00:00,187,1,720,0,---,
588,12,Kochel,Loisach,2021-08-31 18:00:00,211,3,119,0,---,
589,13,Beuerberg,Loisach,2021-08-31 18:00:00,430,0,150,0,---,
590,14,Partenkirchen (alt),Partnach,2021-08-31 18:00:00,74,0,102,0,---,
591,15,Stegen,Ammersee,2021-08-31 18:00:00,53328,-1,---,0,---,
592,16,Stegen,Amper,2021-08-31 18:00:00,158,2,398,0,---,
593,17,Fürstenfeldbruck,Amper,2021-08-31 18:00:00,118,3,471,0,---,
594,18,Ampermoching,Amper,2021-08-31 18:00:00,251,0,675,0,---,
595,19,Inkofen,Amper,2021-08-31 18:00:00,177,-1,928,0,---,
596,20,Oberammergau,Ammer,2021-08-31 18:00:00,116,-3,260,0,---,
597,21,Peißenberg,Ammer,2021-08-31 18:00:00,143,2,607,0,---,
598,22,Weilheim,Ammer,2021-08-31 18:00:00,149,0,654,0,---,
599,23,Raisting,Rott,2021-08-31 18:00:00,99,-2,576,0,---,
600,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 18:00:00,62706,-3,---,0,---,
601,25,Leutstetten,Würm,2021-08-31 18:00:00,161,0,855,0,---,
602,26,Hohenkammer,Glonn,2021-08-31 18:00:00,72,-2,680,0,---,
603,27,Berg,Sempt,2021-08-31 18:00:00,110,-5,102,0,---,
604,28,Eschenlohe Brücke,Loisach,2021-08-31 18:00:00,185,-2,478,0,---,
605,29,Starnberg,Starnberger See,2021-08-31 18:00:00,58458,0,---,0,---,
606,30,Eching,Windach,2021-08-31 18:00:00,155,-2,106,0,---,
607,31,Oberfinning Speicherabgabe,Windach,2021-08-31 18:00:00,86,0,479,0,---,
608,0,Sylvenstein,Isar,2021-08-31 19:00:00,304,0,741,0,---,
609,1,Lenggries,Isar,2021-08-31 19:00:00,198,0,112,0,---,
610,2,Bad Tölz Brücke,Isar,2021-08-31 19:00:00,145,0,---,0,---,
611,3,Puppling,Isar,2021-08-31 19:00:00,240,-2,170,0,---,
612,4,München,Isar,2021-08-31 19:00:00,252,2,299,1,---,
613,5,Freising,Isar,2021-08-31 19:00:00,175,-1,193,0,---,
614,6,Landshut Birket,Isar,2021-08-31 19:00:00,265,-3,510,1,---,
615,7,Landau,Isar,2021-08-31 19:00:00,256,6,536,0,---,
616,8,Plattling,Isar,2021-08-31 19:00:00,305,-2,475,1,---,
617,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 19:00:00,134,-1,223,0,---,
618,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 19:00:00,191,-2,470,0,---,
619,11,Schlehdorf,Loisach,2021-08-31 19:00:00,187,0,720,0,---,
620,12,Kochel,Loisach,2021-08-31 19:00:00,210,0,119,0,---,
621,13,Beuerberg,Loisach,2021-08-31 19:00:00,431,1,152,0,---,
622,14,Partenkirchen (alt),Partnach,2021-08-31 19:00:00,74,0,102,0,---,
623,15,Stegen,Ammersee,2021-08-31 19:00:00,53330,2,---,0,---,
624,16,Stegen,Amper,2021-08-31 19:00:00,157,0,393,0,---,
625,17,Fürstenfeldbruck,Amper,2021-08-31 19:00:00,117,4,465,0,---,
626,18,Ampermoching,Amper,2021-08-31 19:00:00,250,-1,669,0,---,
627,19,Inkofen,Amper,2021-08-31 19:00:00,176,-2,922,0,---,
628,20,Oberammergau,Ammer,2021-08-31 19:00:00,114,-4,251,0,---,
629,21,Peißenberg,Ammer,2021-08-31 19:00:00,145,3,625,0,---,
630,22,Weilheim,Ammer,2021-08-31 19:00:00,153,5,681,0,---,
631,23,Raisting,Rott,2021-08-31 19:00:00,98,-2,562,0,---,
632,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 19:00:00,62704,-3,---,0,---,
633,25,Leutstetten,Würm,2021-08-31 19:00:00,161,0,855,0,---,
634,26,Hohenkammer,Glonn,2021-08-31 19:00:00,73,-1,696,0,---,
635,27,Berg,Sempt,2021-08-31 19:00:00,108,-3,990,0,---,
636,28,Eschenlohe Brücke,Loisach,2021-08-31 19:00:00,188,4,503,0,---,
637,29,Starnberg,Starnberger See,2021-08-31 19:00:00,58458,0,---,0,---,
638,30,Eching,Windach,2021-08-31 19:00:00,153,-2,102,0,---,
639,31,Oberfinning Speicherabgabe,Windach,2021-08-31 19:00:00,85,0,469,0,---,
640,0,Sylvenstein,Isar,2021-08-31 20:00:00,304,0,741,0,---,
641,1,Lenggries,Isar,2021-08-31 20:00:00,197,-1,110,0,---,
642,2,Bad Tölz Brücke,Isar,2021-08-31 20:00:00,144,-1,---,0,---,
643,3,Puppling,Isar,2021-08-31 20:00:00,240,-1,170,0,---,
644,4,München,Isar,2021-08-31 20:00:00,256,6,307,1,---,
645,5,Freising,Isar,2021-08-31 20:00:00,176,1,195,0,---,
646,6,Landshut Birket,Isar,2021-08-31 20:00:00,263,-4,505,1,---,
647,7,Landau,Isar,2021-08-31 20:00:00,250,-2,523,0,---,
648,8,Plattling,Isar,2021-08-31 20:00:00,307,3,489,1,---,
649,9,Garmisch o. d. Partnachmündung,Loisach,2021-08-31 20:00:00,135,1,228,0,---,
650,10,Garmisch u. d. Partnachmündung,Loisach,2021-08-31 20:00:00,192,1,478,0,---,
651,11,Schlehdorf,Loisach,2021-08-31 20:00:00,187,0,720,0,---,
652,12,Kochel,Loisach,2021-08-31 20:00:00,209,-2,118,0,---,
653,13,Beuerberg,Loisach,2021-08-31 20:00:00,431,1,152,0,---,
654,14,Partenkirchen (alt),Partnach,2021-08-31 20:00:00,74,0,102,0,---,
655,15,Stegen,Ammersee,2021-08-31 20:00:00,53330,2,---,0,---,
656,16,Stegen,Amper,2021-08-31 20:00:00,158,0,398,0,---,
657,17,Fürstenfeldbruck,Amper,2021-08-31 20:00:00,115,-3,454,0,---,
658,18,Ampermoching,Amper,2021-08-31 20:00:00,249,-2,663,0,---,
659,19,Inkofen,Amper,2021-08-31 20:00:00,176,-1,922,0,---,
660,20,Oberammergau,Ammer,2021-08-31 20:00:00,112,-4,243,0,---,
661,21,Peißenberg,Ammer,2021-08-31 20:00:00,141,-2,589,0,---,
662,22,Weilheim,Ammer,2021-08-31 20:00:00,152,3,674,0,---,
663,23,Raisting,Rott,2021-08-31 20:00:00,95,-4,520,0,---,
664,24,Oberfinning Seepegel,Windachspeicher,2021-08-31 20:00:00,62702,-4,---,0,---,
665,25,Leutstetten,Würm,2021-08-31 20:00:00,161,0,855,0,---,
666,26,Hohenkammer,Glonn,2021-08-31 20:00:00,72,0,680,0,---,
667,27,Berg,Sempt,2021-08-31 20:00:00,104,-6,923,0,---,
668,28,Eschenlohe Brücke,Loisach,2021-08-31 20:00:00,186,1,486,0,---,
669,29,Starnberg,Starnberger See,2021-08-31 20:00:00,58457,-1,---,0,---,
670,30,Eching,Windach,2021-08-31 20:00:00,153,-2,102,0,---,
671,31,Oberfinning Speicherabgabe,Windach,2021-08-31 20:00:00,85,-1,469,0,---,
672,0,Sylvenstein,Isar,2021-08-31 21:00:00,305,1,755,0,---,
673,1,Lenggries,Isar,2021-08-31 21:00:00,196,-2,109,0,---,
674,2,Bad Tölz Brücke,Isar,2021-08-31 21:00:00,143,-2,---,0,---,
675,3,Puppling,Isar,2021-08-31 21:00:00,238,-2,167,0,---,
